0,6
1,6
2,6
3,6
4,9
5,9
6,9
7,9
8,8
9,8
10,8
11,8
12,3
13,3
14,3
15,3
16,2
17,2
18,2
19,2
20,7
21,7
22,7
23,7
24,9
25,9
26,1
27,1
28,1
29,1
30,8
31,8
32,8
33,8
34,5
35,5
36,5
37,5
38,3
39,3
40,3
41,3
42,7
43,7
44,7
45,7
46,1
47,1
48,1
49,8
50,8
51,8
52,8
53,5
54,5
55,5
56,5
57,9
58,3
59,3
60,7
61,7
62,8
63,8
64,8
65,8
66,5
67,5
68,5
69,5
70,8
71,8
72,8
73,-5
74,-5
75,-5
76,-5
77,-5
78,-5
79,-5
80,3
81,7
82,5
83,8
84,-5
